#auto generated file!
5700;385;5;0;0;1;0;74;1159;4;180.4314864847606;180.56432778255197;0.02184129779138113;0.02184129779138113;0.0;0.0;0.0
5705;521;5;0;1;1;0;5;597;4;180.5908974399793;180.63987914751664;0.02184129779138113;0.02184129779138113;0.0;0.0;0.0
5691;364;19;14;31;2;0;354;1730;10;180.2364553444627;180.77806005350942;0.5062047090466919;0.0;0.0;0.5062047090466919;0.0
5692;122;19;14;30;2;0;1172;2003;7;180.25105432415708;180.85455722448626;0.4863343092097794;0.0;0.0;0.4863343092097794;0.0
5699;38;19;14;31;2;0;100;1015;14;180.4057827453544;180.94685333131403;0.48833004624399534;0.0;0.0;0.48833004624399534;0.0
5703;537;19;14;31;2;0;353;1370;6;180.5646065889046;181.09163014453682;0.49172355563220027;0.0;0.0;0.49172355563220027;0.0
5696;591;19;14;29;2;0;2488;793;40;180.35984655511018;181.10989215875725;0.4837189710732519;0.0;0.0;0.4837189710732519;0.0
5693;575;19;14;28;2;0;3809;452;30;180.25951858463787;181.1222483129355;0.4842254691972673;0.0;0.0;0.4842254691972673;0.0
5706;61;19;14;29;2;0;438;3359;51;180.59422284373824;181.12239083438018;0.48436799064194946;0.0;0.0;0.48436799064194946;0.0
5698;358;19;14;30;2;0;2900;3023;13;180.38013308120873;181.1748116982233;0.5046870791820034;0.0;0.0;0.5046870791820034;0.0
5708;84;19;14;31;2;0;708;826;7;180.62416109818042;181.18668465381262;0.49172355563220027;0.0;0.0;0.49172355563220027;0.0
5702;511;8;3;7;1;0;603;75;10;180.52222202404437;181.20314814698446;0.0211772142883007;0.0211772142883007;0.0;0.0;0.0
5712;157;10;5;10;1;0;465;3950;24;180.74041143919987;181.22607470013668;0.020772756319117916;0.020772756319117916;0.0;0.0;0.0
5709;84;19;14;29;2;0;1047;672;13;180.6332059501126;181.22868465381262;0.49172355563220027;0.0;0.0;0.49172355563220027;0.0
5713;213;19;14;31;2;0;27;1740;6;180.75757569629766;181.28209925192988;0.49172355563220027;0.0;0.0;0.49172355563220027;0.0
5710;52;19;14;30;2;0;433;2475;32;180.72412623690505;181.2881982309841;0.5208027559191708;0.0;0.0;0.5208027559191708;0.0
5715;212;19;14;30;2;0;828;579;31;180.8229970050805;181.391398692658;0.4856756348034159;0.0;0.0;0.4856756348034159;0.0
5714;530;13;8;16;1;0;702;783;14;180.77238662199747;181.4940787685322;0.019692146534716085;0.019692146534716085;0.0;0.0;0.0
5721;125;19;14;30;2;0;375;1560;75;180.97831009636218;181.52125395640044;0.5054438600382524;0.0;0.0;0.5054438600382524;0.0
5707;305;19;14;29;2;0;3974;209;10;180.62308769770004;181.54141020343891;0.5062047090466919;0.0;0.0;0.5062047090466919;0.0
5723;15;19;14;29;2;0;617;3036;2;181.06143435118918;181.63242383496848;0.5092894837792988;0.0;0.0;0.5092894837792988;0.0
5720;62;19;14;30;2;0;1751;101;4;180.9728591411249;181.64391689036805;0.48436799064194946;0.0;0.0;0.48436799064194946;0.0
5719;579;19;14;29;2;0;1931;379;1;180.9723176409244;181.67467953870232;0.5092894837792988;0.0;0.0;0.5092894837792988;0.0
5731;59;19;14;30;2;0;279;1423;12;181.26405557885377;181.77763121365717;0.4856756348034159;0.0;0.0;0.4856756348034159;0.0
5688;197;6;1;2;1;0;1619;168;3;180.17277120389437;181.81223485221554;0.02099538045827005;0.02099538045827005;0.0;0.0;0.0
5728;61;19;14;30;2;0;1323;1364;20;181.23864760527542;181.85523008445963;0.48436799064194946;0.0;0.0;0.48436799064194946;0.0
5730;130;19;14;29;2;2;1252;392;148;181.25562823814158;181.8749454537914;0.4830731204075138;0.0;0.0;0.4830731204075138;0.0
5701;395;19;14;28;2;2;9642;2457;235;180.4450222222115;181.9145854326985;0.5054438600382524;0.0;0.0;0.5054438600382524;0.0
5737;285;19;14;30;2;0;162;704;32;181.38410741848904;181.9378032384086;0.5214822923313915;0.0;0.0;0.5214822923313915;0.0
5717;579;8;3;6;1;0;688;1808;3;180.88364834634217;181.96333513431182;0.0211677366607539;0.0211677366607539;0.0;0.0;0.0
5727;364;19;14;29;2;0;3335;1487;23;181.1423450660388;181.98204167973697;0.5062047090466919;0.0;0.0;0.5062047090466919;0.0
5733;337;19;14;30;2;0;1879;2187;25;181.29084223551735;182.00022452784876;0.5214822923313915;0.0;0.0;0.5214822923313915;0.0
5716;518;19;14;31;2;0;6953;378;39;180.84984518354304;182.05050672213864;0.5054438600382524;0.0;0.0;0.5054438600382524;0.0
5738;305;19;14;29;2;0;2211;508;7;181.38503697069027;182.11226296917712;0.5062047090466919;0.0;0.0;0.5062047090466919;0.0
