#auto generated file!
12.0;83;79;74;68;58;74;75;70;69;64;68;67;79;72
18.0;86;81;76;67;65;75;72;67;68;63;65;66;77;72
24.0;87;85;75;68;64;75;70;67;65;64;67;65;79;69
30.0;87;88;78;70;64;76;71;64;64;60;67;66;76;69
36.0;87;89;80;70;65;79;75;62;65;58;62;67;77;64
42.0;85;90;81;68;69;80;79;58;64;60;58;69;77;62
48.0;90;92;80;72;70;83;81;60;63;52;56;68;75;58
54.0;90;93;80;73;73;85;79;59;68;51;53;71;71;54
60.0;92;95;81;73;73;87;78;63;68;49;50;71;68;52
66.0;94;99;81;76;72;87;75;64;68;46;51;67;67;53
72.0;96;105;79;75;77;88;74;58;67;49;52;65;62;53
78.0;98;108;79;78;78;88;71;57;70;48;48;62;62;53
84.0;101;109;78;79;81;87;67;59;67;49;46;63;59;55
90.0;104;109;80;75;84;87;65;59;65;50;50;62;57;53
96.0;106;110;81;78;83;87;64;58;65;49;53;57;58;51
102.0;107;111;81;82;84;86;66;55;62;54;52;52;58;50
108.0;107;114;80;82;83;87;63;56;63;54;50;51;60;50
114.0;109;114;79;78;85;87;63;52;63;57;50;54;59;50
120.0;107;115;76;78;85;91;64;52;60;56;49;55;59;53
126.0;110;113;74;81;88;92;62;49;62;50;50;56;60;53
132.0;113;110;77;77;88;94;58;50;62;54;48;57;58;54
138.0;113;111;75;76;88;96;61;49;59;53;50;55;60;54
144.0;119;112;76;74;85;94;61;47;63;55;49;49;60;56
150.0;119;116;77;73;85;94;59;43;60;56;48;52;63;55
156.0;121;114;77;74;88;93;59;45;61;59;45;50;62;52
162.0;122;114;77;75;91;95;58;46;59;59;44;47;60;53
168.0;124;113;78;73;93;96;57;46;57;57;44;51;58;53
174.0;127;115;81;72;93;95;56;46;57;54;48;47;57;52
180.0;126;114;80;68;93;96;59;47;57;58;48;47;56;51
186.0;129;112;85;69;91;98;57;48;54;56;49;47;57;48
192.0;127;116;87;68;91;98;56;48;50;55;52;49;55;48
198.0;126;117;88;67;90;98;51;48;51;57;52;50;57;48
204.0;128;118;88;69;93;98;50;44;50;57;54;49;54;48
210.0;129;120;84;74;93;98;48;45;48;55;51;48;57;50
216.0;129;123;85;75;95;93;48;48;46;53;49;51;57;48
222.0;129;128;87;72;98;100;48;44;43;52;47;48;58;46
228.0;129;129;88;73;97;103;47;45;42;50;47;50;51;49
234.0;130;130;90;75;99;103;47;43;42;52;45;43;51;50
240.0;129;129;90;75;100;101;48;42;41;53;44;44;51;53
246.0;126;136;87;79;98;98;48;43;43;56;46;42;47;51
252.0;129;138;85;81;99;101;50;41;46;50;47;37;45;51
258.0;128;138;88;81;102;99;48;39;47;51;45;36;46;52
264.0;128;139;90;81;101;98;45;42;47;50;45;37;46;51
270.0;129;139;91;79;103;100;48;39;46;50;45;37;46;48
276.0;130;139;90;79;104;100;48;37;47;51;46;38;47;44
282.0;128;142;92;77;104;98;48;38;49;50;45;41;46;42
288.0;128;143;94;76;105;101;47;38;48;46;44;41;46;43
294.0;126;146;93;79;105;102;47;34;49;43;44;39;48;45
300.0;132;145;94;78;105;103;44;34;51;41;42;39;50;42
306.0;132;146;90;81;109;104;44;35;51;44;40;39;46;39
312.0;132;148;91;81;109;103;44;35;52;45;41;39;43;37
318.0;133;148;90;81;110;104;44;36;48;47;41;37;43;38
324.0;135;150;89;78;111;104;45;36;46;45;42;39;42;38
330.0;135;151;89;78;112;106;45;35;46;42;43;35;42;41
336.0;135;153;90;83;106;104;48;35;46;43;41;37;40;39
342.0;136;156;88;83;105;104;46;32;48;41;42;38;39;42
348.0;135;159;87;81;104;103;46;33;46;43;40;37;42;44
354.0;135;161;87;78;108;98;48;34;47;42;38;36;43;45
360.0;134;162;88;78;111;94;50;37;43;40;37;39;43;44
366.0;138;162;87;75;108;94;50;38;43;42;36;40;41;46
372.0;136;160;85;76;110;97;48;41;42;39;36;40;41;49
378.0;136;162;85;76;110;96;47;43;40;41;35;39;41;49
384.0;133;162;82;76;110;100;46;44;36;42;35;40;44;50
390.0;131;165;82;77;114;101;48;38;35;40;36;39;42;52
396.0;131;165;80;76;117;101;48;38;34;41;36;43;42;48
402.0;133;163;81;80;117;103;45;37;37;41;36;39;41;47
408.0;132;164;83;81;117;103;46;33;35;39;37;41;39;50
414.0;131;161;81;85;117;102;46;36;34;39;37;40;40;51
420.0;132;164;80;86;117;99;44;37;33;40;36;40;41;51
426.0;129;166;79;89;115;101;41;37;32;41;38;39;43;50
432.0;126;165;79;88;117;102;39;38;36;41;37;40;43;49
438.0;126;168;76;88;117;103;38;34;38;42;39;42;41;48
444.0;126;168;74;87;113;103;44;36;38;39;37;42;44;49
450.0;128;171;73;88;106;101;43;37;40;41;38;43;44;47
456.0;129;168;72;91;106;99;40;39;41;43;38;43;43;48
462.0;129;172;71;93;107;95;38;40;41;41;40;41;44;48
468.0;130;173;70;91;106;94;39;42;38;41;42;45;40;49
474.0;133;171;72;90;105;95;41;40;36;41;41;45;42;48
480.0;134;174;72;89;106;94;44;39;37;41;38;45;43;44
486.0;133;175;70;91;105;93;46;39;38;40;40;43;45;42
492.0;131;176;71;91;108;92;47;39;37;41;40;37;47;43
498.0;133;173;71;91;108;90;49;41;36;40;38;39;46;45
504.0;131;171;73;90;107;91;43;43;36;42;39;39;49;46
510.0;133;172;72;86;105;93;43;42;38;43;43;38;47;45
516.0;137;169;76;86;106;94;42;40;40;42;40;38;46;44
522.0;137;168;75;84;106;92;43;42;38;46;39;39;47;44
528.0;136;167;76;84;103;92;41;45;31;50;40;40;49;46
534.0;135;170;78;84;107;92;40;45;30;50;39;40;46;44
540.0;137;167;81;84;106;91;40;43;31;47;40;44;45;44
546.0;138;167;82;81;106;91;41;44;30;45;40;44;47;44
552.0;140;167;85;81;104;91;42;43;29;45;40;44;45;44
558.0;140;166;81;84;107;92;42;41;29;45;40;45;44;44
564.0;140;169;82;85;106;96;40;39;28;43;42;43;40;47
570.0;139;170;83;84;106;95;37;39;29;45;43;45;37;48
576.0;141;174;85;80;108;94;35;36;27;47;42;47;39;45
582.0;144;174;86;81;106;93;35;36;28;45;44;46;39;43
588.0;144;172;88;84;106;88;33;40;29;49;43;46;37;41
594.0;144;171;90;86;106;85;35;39;27;47;44;49;37;40
