#auto generated file!
12.0;20;10;23;21;25;23;23;26;29;21;20;19;19;21
18.0;21;10;24;23;26;23;22;24;30;21;19;19;19;19
24.0;22;11;24;23;27;24;21;21;31;18;21;20;18;19
30.0;24;11;24;24;27;24;22;19;30;19;21;18;18;19
36.0;25;10;25;23;27;24;23;21;29;18;22;16;20;17
42.0;26;13;26;22;28;27;20;20;29;19;21;14;19;16
48.0;27;14;25;22;27;27;19;20;28;20;23;12;19;17
54.0;28;14;25;21;30;27;18;19;29;21;21;11;18;18
60.0;30;15;23;23;29;24;19;19;28;19;21;11;18;21
66.0;31;15;24;24;29;24;19;19;27;19;21;12;18;18
72.0;32;15;25;25;28;23;19;19;29;19;19;11;18;18
78.0;31;15;24;27;28;22;23;20;27;19;17;13;17;17
84.0;33;16;25;27;28;22;22;19;27;19;17;13;16;16
90.0;34;16;25;26;28;20;21;19;27;20;18;12;17;17
96.0;34;17;25;26;29;22;23;18;27;17;18;11;17;16
102.0;34;18;24;27;30;24;20;17;26;16;18;13;17;16
108.0;34;18;24;27;31;24;21;15;26;16;19;13;17;15
114.0;32;19;24;28;30;25;20;15;26;16;19;11;19;16
120.0;32;19;26;28;30;23;18;16;27;16;18;13;18;16
126.0;33;19;24;28;31;24;17;18;27;15;17;12;19;16
132.0;34;17;24;29;31;24;17;19;24;15;20;12;18;16
138.0;33;17;23;30;33;26;17;18;23;12;21;13;19;15
144.0;34;17;24;31;33;27;18;17;23;12;20;12;17;15
150.0;34;18;23;31;32;27;18;17;22;13;21;12;17;15
156.0;34;19;23;29;32;29;21;18;23;11;21;12;15;13
162.0;34;21;24;27;33;29;22;18;23;10;21;12;13;13
168.0;37;21;25;27;33;29;21;19;22;11;18;11;13;13
174.0;37;21;25;27;33;29;21;19;22;10;18;11;14;13
180.0;38;23;24;27;33;30;21;19;22;8;16;12;13;14
186.0;39;23;24;25;34;30;21;18;23;10;17;10;15;11
192.0;39;22;25;26;34;29;21;18;20;13;16;10;14;13
198.0;39;21;25;26;33;29;21;20;21;12;16;10;14;13
204.0;40;24;25;26;30;29;21;16;20;14;17;10;14;14
210.0;41;25;25;26;30;29;21;16;18;15;16;10;16;12
216.0;41;25;26;27;31;29;20;14;18;16;14;11;16;12
222.0;42;25;26;27;30;28;20;14;19;15;14;10;16;14
228.0;42;26;25;27;30;29;18;12;19;14;15;10;17;16
