#auto generated file!
1846;98;14;9;19;1;0;79;1810;1;180.21467252580575;180.32328650665403;0.029613980848289458;0.029613980848289458;0.0;0.0;0.0
1845;135;13;8;17;1;0;609;45;9;180.03725517122845;180.6751943982913;0.028939227062841737;0.028939227062841737;0.0;0.0;0.0
1847;21;19;14;28;2;0;1650;31;52;180.33105449588882;180.97040530648803;0.4743508105992227;0.0;0.0;0.4743508105992227;0.0
1851;2;19;14;28;2;0;365;1506;13;180.8443413124869;181.35339725657562;0.4725559440887261;0.0;0.0;0.4725559440887261;0.0
1852;48;19;14;28;2;2;720;11073;1386;180.93657923167703;181.49160680729042;0.4830731204075138;0.0;0.0;0.4830731204075138;0.0
1859;102;9;4;8;1;2;330;843;503;181.41328919969277;181.77248485749374;0.029195657800950514;0.029195657800950514;0.0;0.0;0.0
1855;123;5;0;0;1;0;449;1255;17;181.32991513749752;181.80833657778905;0.02942144029150357;0.02942144029150357;0.0;0.0;0.0
1849;25;16;11;23;1;0;1208;2791;20;180.5822189901314;181.81926721510382;0.029048224972420173;0.029048224972420173;0.0;0.0;0.0
1853;146;19;14;29;2;0;4199;7925;7;180.96691182179816;181.86670238228137;0.4798905604832242;0.0;0.0;0.4798905604832242;0.0
1861;164;19;14;29;2;0;1746;2431;16;181.520857611205;182.1697122798305;0.4743508105992227;0.0;0.0;0.4743508105992227;0.0
1860;70;19;14;28;2;0;2280;1480;8;181.49010076889417;182.19859130004903;0.48052092544389546;0.0;0.0;0.48052092544389546;0.0
1857;0;7;2;4;1;0;822;124;48;181.36957823566755;182.22092378657055;0.029345550903011827;0.029345550903011827;0.0;0.0;0.0
1856;59;6;1;2;1;0;863;3559;21;181.33597526621196;182.22832081711496;0.029345550903011827;0.029345550903011827;0.0;0.0;0.0
1864;162;19;14;28;2;0;1154;2606;24;181.65111304629517;182.23588575428874;0.4761711508566977;0.0;0.0;0.4761711508566977;0.0
1862;94;19;14;30;2;0;1119;1735;32;181.6257863879494;182.2374222531357;0.4830731204075138;0.0;0.0;0.4830731204075138;0.0
1863;7;19;14;31;2;0;1013;258;26;181.63619977318493;182.2374222531357;0.4830731204075138;0.0;0.0;0.4830731204075138;0.0
1865;71;19;14;29;2;0;1362;250;1;181.73971460343208;182.35208575428874;0.4761711508566977;0.0;0.0;0.4761711508566977;0.0
1868;18;11;6;12;1;0;180;350;21;182.1741781738015;182.38329981162923;0.029121637827737547;0.029121637827737547;0.0;0.0;0.0
1870;123;13;8;16;1;0;39;952;20;182.3716928095337;182.4401142498252;0.02942144029150357;0.02942144029150357;0.0;0.0;0.0
1850;161;17;12;25;1;0;1646;918;1;180.79132635399293;182.46674779428443;0.02942144029150357;0.02942144029150357;0.0;0.0;0.0
1866;146;19;14;28;2;0;1665;1793;25;181.87785294493517;182.5242435054184;0.4798905604832242;0.0;0.0;0.4798905604832242;0.0
1858;25;8;3;6;1;0;1195;962;11;181.41110603491916;182.63433400675908;0.029048224972420173;0.029048224972420173;0.0;0.0;0.0
1872;56;14;9;18;1;0;272;2018;22;182.56813267218615;182.8697466530344;0.029613980848289458;0.029613980848289458;0.0;0.0;0.0
1854;164;18;13;27;1;0;1894;1386;6;180.9770523917004;182.90013724769997;0.02908485599956011;0.02908485599956011;0.0;0.0;0.0
1871;10;19;14;28;2;0;4517;2188;10;182.40193261111685;183.32738233023554;0.47374971911867875;0.0;0.0;0.47374971911867875;0.0
1877;195;17;12;24;1;0;91;1166;5;183.23290980956202;183.35333124985354;0.02942144029150357;0.02942144029150357;0.0;0.0;0.0
1876;52;16;11;22;1;0;132;1335;20;183.20100156290567;183.3624230031972;0.02942144029150357;0.02942144029150357;0.0;0.0;0.0
1873;132;19;14;28;2;0;33;831;39;182.92574802704283;183.46952211291;0.4830731204075138;0.0;0.0;0.4830731204075138;0.0
1878;18;19;14;28;2;0;1015;408;7;183.2852081859908;183.86105899659;0.4743508105992227;0.0;0.0;0.4743508105992227;0.0
1880;106;19;14;28;2;0;85;894;14;183.39787005578626;183.90479098123015;0.48052092544389546;0.0;0.0;0.48052092544389546;0.0
1874;70;19;14;29;2;0;4359;141;3;182.98843683718448;183.90479098123015;0.48052092544389546;0.0;0.0;0.48052092544389546;0.0
1882;97;19;14;29;2;2;333;1243;565;183.5773078628799;184.0867790137366;0.4761711508566977;0.0;0.0;0.4761711508566977;0.0
