#auto generated file!
9328;98;19;14;30;2;0;1844;763;6;180.3111870171813;180.78832492894705;4
9488;253;19;14;28;2;0;3465;5540;4;183.28600192949833;183.9405873183352;4
9484;200;17;12;24;1;0;3164;1865;6;183.22715622531726;190.97324494525884;4
9496;647;15;10;20;1;0;3263;152;43;183.46239600611443;191.41640617652317;4
9617;493;10;5;10;1;0;3036;379;43;185.49323977561497;192.44696108402593;4
9862;36;5;0;1;1;2;2727;134;86;189.8380527367533;194.20598523134234;4
9819;523;6;1;3;1;0;2600;852;68;189.12563448631622;195.5084125432469;4
10157;823;19;14;31;2;0;2389;3531;2;195.19865897215536;195.73301904411423;4
10013;924;9;4;9;1;0;5135;858;28;192.50094209023067;202.15894520282953;4
10561;159;5;0;1;1;0;1530;969;36;200.80665970402225;204.1339736542982;4
10853;371;19;14;31;2;3;168;14;1837;204.56029286232388;204.874556768968;4
9668;453;18;13;26;1;0;8206;3166;11;186.50355101406873;205.9841346407109;4
9965;453;18;13;27;1;0;6302;506;10;191.6652748542015;206.46935963680824;4
11036;768;12;7;14;1;3;7;9;1128;206.87498665420463;206.91073249453433;4
10520;453;11;6;13;1;0;2525;452;16;200.37123337555062;207.26375702914777;4
11109;787;8;3;7;1;3;1023;1;2882;207.79701601846335;209.06121529097388;4
10732;563;12;7;14;1;0;3024;30;34;203.10464494465134;209.07702326860235;4
11193;563;19;14;31;2;0;817;211;3;208.7516469410197;209.14521046231238;4
10331;119;6;1;3;1;2;7674;1269;218;197.84523207383367;210.51215539131772;4
11152;563;7;2;5;1;0;1002;444;8;208.30325492023704;210.57574937729362;4
10686;87;14;9;18;1;0;3841;233;9;202.50995735346902;212.28065581093512;4
11078;401;18;13;26;1;2;3900;644;219;207.31724588099652;215.84448620072396;4
10860;964;17;12;25;1;0;4931;797;2;204.63451689763508;217.8122695107959;4
11548;377;7;2;4;1;0;1753;2071;10;214.38961039437226;218.50920539046294;4
11851;406;19;14;30;2;0;1631;654;8;220.1488573861973;220.6355039436398;4
11386;739;17;12;25;1;0;5041;364;90;211.48016851011744;221.0629168025056;4
11794;66;8;3;7;1;2;1884;10053;33;218.81213581925795;222.21489560495738;4
12110;874;13;8;17;1;0;1981;455;1;225.6025789171568;227.59836352943964;4
11928;874;14;9;18;1;0;3945;282;14;221.80273296561916;227.73510402365656;4
12305;420;19;14;28;2;0;556;266;6;229.07856118936763;229.46842418129305;4
12318;587;19;14;28;2;0;2523;11;16;229.28071152869728;229.82735428833487;4
12398;181;7;2;4;1;1;371;1576;24;230.67465594495005;231.42889552649604;4
12666;311;19;14;31;2;0;2975;1120;1;234.49609287467734;235.14195843566307;4
12595;581;11;6;12;1;0;1732;474;18;233.34589521412633;235.5320084208346;4
12450;853;8;3;7;1;0;2126;1040;39;231.4302846238031;235.8787832253597;4
12721;348;19;14;31;2;0;6688;4403;51;235.35501951498037;236.35286672899585;4
12633;252;18;13;26;1;0;2163;819;67;234.013590693718;238.34567421574823;4
12600;613;12;7;15;1;0;2829;1;21;233.42447578080132;239.69330586628664;4
11838;42;15;10;21;1;0;12551;1896;10;219.8224091979878;244.97152094304238;4
13639;457;19;14;28;2;0;2487;109;6;252.90188685400187;253.45739531187752;4
13873;689;16;11;23;1;0;665;993;22;257.22123469170396;258.3154751789087;4
14015;503;19;14;29;2;0;2703;2021;4;259.2541975500656;259.8232935151981;4
13370;508;17;12;24;1;0;6080;378;30;246.72276308998835;260.0213155082368;4
14052;503;19;14;31;2;0;2855;619;1;259.85164637987424;260.4420575347238;4
13388;993;5;0;1;1;0;6534;842;3;247.12214015894114;262.5336310294521;4
13572;686;5;0;0;1;0;4545;40;6;251.46238587772464;263.3110883047471;4
14589;712;19;14;29;2;0;2193;370;17;266.9084781742331;267.4472120800797;4
14752;923;19;14;29;2;0;288;1106;15;268.63770668153995;268.9591972511454;4
14705;684;14;9;19;1;3;337;46;2006;268.1827692166027;269.14340722494455;4
13985;223;11;6;13;1;0;4805;2965;38;258.8422980005769;269.74053902187063;4
13817;475;17;12;24;1;0;5764;1108;10;256.33328851916485;271.1258067788617;4
13626;503;9;4;9;1;0;7708;3298;46;252.72615041468853;271.4797358555354;4
15083;930;19;14;29;2;0;5039;948;27;273.03896494863204;273.8405986890283;4
15006;509;5;0;1;1;0;1665;4467;3;271.97876953502777;275.8561470859894;4
15315;162;19;14;28;2;0;5097;4148;8;277.5827481020071;278.42383482604345;4
15378;854;19;14;28;2;0;5096;1839;27;278.9412996967095;279.78223391747395;4
15488;347;6;1;2;1;0;1415;76;18;281.5861483186993;283.23692830553716;4
14959;222;18;13;27;1;0;6119;1466;2;271.39458864401786;285.1751702338313;4
15688;354;19;14;31;2;0;356;112;32;285.98868541906654;286.3368757424968;4
15586;720;12;7;14;1;0;5318;1038;37;283.908668390031;291.2091152047811;4
15922;556;10;5;10;1;0;4243;2003;4;290.11213919296773;297.65588476883846;4
16493;900;0;0;0;1;0;100;1297;2;299.0241920083929;299.0392252080056;1
16496;717;0;0;0;1;0;1771;1622;19;299.0979774783409;299.111470564182;1
16503;39;0;0;0;1;2;4682;104;197;299.21923414752575;299.2349224742125;1
16513;225;19;14;31;2;0;3402;940;19;299.396728356697;300.05584684235214;4
16551;606;0;0;0;1;2;925;7260;14;300.14990501578876;300.1656390537213;1
16568;674;0;0;0;1;0;4389;4060;36;300.33097179419786;300.3442983829958;1
16569;214;0;0;0;1;0;6416;107;6;300.3564211446269;300.36974773342484;1
16570;60;0;0;0;1;0;691;784;14;300.3604042570142;300.3761382949467;1
16588;647;0;0;0;1;0;3677;4926;10;300.6028568864133;300.6175226309183;1
16669;377;0;0;0;1;0;4843;3859;1;302.26030388976415;302.27572343111524;1
16672;945;0;0;0;1;0;1355;4188;19;302.2864209646879;302.3032326597802;1
16686;737;0;0;0;1;2;6610;236;141;302.4676119230388;302.48468945353443;1
15991;556;12;7;14;1;0;5063;323;1;291.39975053450036;302.6398375351116;4
16393;503;18;13;26;1;0;2178;2827;36;297.68568505639695;302.72498294302164;4
16680;462;19;14;30;2;0;3177;889;16;302.3894327463981;303.0206527457534;4
16553;964;5;0;1;1;0;2238;2491;17;300.1926016962692;304.6352583770462;4
16765;693;19;14;30;2;0;3270;2458;16;304.0248252521982;304.64609987896915;4
16887;162;0;0;0;1;0;766;1119;8;306.1427876916016;306.1560488264399;1
16885;614;0;0;0;1;0;314;5175;30;306.1417231992228;306.15718689670774;1
16547;175;17;12;24;1;0;3133;1877;9;300.1062724263874;306.98358310272135;4
16744;693;16;11;22;1;0;2101;2451;18;303.4961835866464;308.0084694843779;4
16316;483;8;3;7;1;0;5021;770;94;296.60131596191945;308.7963070309464;4
16519;693;11;6;12;1;0;4388;1329;19;299.50861251729435;310.1975165087772;4
17039;717;13;8;16;1;0;2444;772;6;309.1597522261038;313.6381227959217;4
16801;671;10;5;10;1;0;3729;50;2;304.74853223456876;313.6541741092055;4
