#auto generated file!
12.0;29;38;40;36;34;52;34;42;24;38;31;27;40;35
18.0;30;41;41;36;35;52;33;40;22;37;31;28;42;32
24.0;29;42;40;36;37;52;32;37;18;39;33;30;43;32
30.0;29;44;40;35;37;52;32;38;19;38;32;30;42;32
36.0;30;44;41;36;37;54;31;37;21;36;32;27;41;33
42.0;32;44;41;35;38;54;31;36;21;36;32;28;39;33
48.0;33;45;40;37;38;54;30;34;21;38;32;28;39;31
54.0;33;46;39;37;40;55;30;33;20;39;31;28;38;31
60.0;35;45;39;38;41;57;31;32;21;39;30;26;39;27
66.0;35;46;39;38;41;57;31;32;21;39;32;25;38;26
72.0;37;48;39;39;42;56;29;31;20;37;33;25;37;27
78.0;39;49;39;38;45;55;28;29;22;37;34;25;34;26
84.0;38;52;38;40;44;55;28;27;24;36;34;24;33;27
90.0;39;53;38;42;46;51;28;29;21;37;35;24;31;26
96.0;40;53;39;42;49;49;27;31;21;37;34;22;31;25
102.0;42;54;40;41;50;48;27;31;21;37;33;20;32;24
108.0;45;54;42;39;50;48;26;32;22;38;32;19;30;23
114.0;45;54;43;39;49;48;26;34;24;34;32;20;30;22
120.0;46;56;43;37;50;49;25;34;23;35;29;22;29;22
126.0;48;57;43;37;50;49;21;34;24;35;28;21;31;22
132.0;49;58;41;38;51;50;20;38;22;34;27;21;30;21
138.0;50;58;39;40;51;49;19;37;24;32;29;20;29;23
144.0;50;57;40;40;51;51;19;36;26;32;28;19;30;21
150.0;52;56;40;40;52;50;19;38;23;30;27;19;31;23
156.0;51;53;43;41;54;51;17;40;22;29;24;21;32;22
162.0;52;53;43;41;52;49;16;39;22;31;25;21;33;23
168.0;51;52;44;41;49;50;18;37;24;29;26;22;34;23
174.0;51;53;47;42;49;53;18;38;21;28;23;21;33;23
180.0;51;52;48;43;50;54;18;38;21;30;22;18;33;22
186.0;52;52;47;43;49;52;18;37;22;30;22;19;35;22
192.0;52;53;49;43;50;51;19;34;22;31;22;17;35;22
198.0;54;50;48;45;51;49;19;34;24;32;21;16;35;22
204.0;55;50;47;44;50;51;21;35;24;30;21;17;35;20
210.0;56;51;47;43;51;48;20;35;25;28;22;19;35;20
216.0;57;52;48;46;51;48;18;31;24;27;21;19;35;23
222.0;57;52;50;46;51;49;21;31;24;25;21;19;34;20
228.0;56;52;50;46;51;49;20;30;22;28;22;19;36;19
234.0;57;52;52;47;50;50;23;29;25;26;21;18;32;18
240.0;58;52;51;46;50;50;25;27;24;27;22;18;33;17
246.0;58;53;54;46;49;50;24;27;23;26;19;17;34;20
252.0;60;53;52;47;49;49;24;27;22;27;18;17;35;20
258.0;64;56;51;49;48;48;23;25;22;26;17;17;36;18
264.0;65;57;50;50;47;47;23;27;22;25;17;16;36;18
270.0;64;60;52;50;48;43;25;28;21;26;17;16;31;19
276.0;64;61;53;50;47;45;24;26;22;26;17;16;31;18
282.0;66;61;52;49;48;45;23;25;20;27;18;15;32;19
288.0;67;61;53;48;48;47;21;26;17;27;17;15;33;20
294.0;67;61;52;50;47;48;19;24;19;26;17;13;36;21
300.0;67;60;51;50;51;50;20;22;20;25;17;13;34;20
306.0;66;61;49;46;53;50;20;22;21;24;17;14;35;22
312.0;66;60;49;47;52;50;19;23;21;24;19;16;34;20
318.0;64;58;50;48;52;46;21;22;22;22;20;18;36;21
324.0;64;59;47;49;50;47;23;22;23;20;21;19;34;22
330.0;66;59;47;50;51;46;20;21;24;18;21;19;33;25
336.0;66;60;47;49;52;45;21;20;25;18;21;19;30;27
342.0;68;58;46;50;51;46;19;21;25;15;24;19;29;29
348.0;72;56;48;51;51;49;19;19;26;15;24;20;28;22
354.0;72;56;51;51;51;48;18;17;26;16;22;22;26;24
360.0;73;56;51;53;53;49;18;16;25;14;21;21;26;24
366.0;73;58;51;54;54;48;17;15;25;13;21;20;24;27
372.0;72;59;52;53;55;50;18;15;27;13;19;19;21;27
378.0;75;59;47;52;56;48;18;18;24;12;22;20;22;27
384.0;75;59;48;51;55;49;18;17;27;14;22;19;21;25
390.0;75;59;50;51;54;52;16;17;26;15;20;21;20;24
396.0;75;59;50;51;54;53;18;18;25;15;20;20;19;23
402.0;74;60;49;51;54;52;17;19;25;16;21;19;19;24
408.0;73;59;49;51;56;49;17;21;22;17;22;20;19;25
414.0;75;59;53;47;55;49;16;21;21;15;21;23;19;26
420.0;75;59;54;48;56;49;14;21;21;14;20;25;17;27
426.0;78;60;51;47;54;49;14;22;20;16;16;27;20;26
432.0;78;61;51;46;58;49;14;22;20;17;17;22;20;25
438.0;78;63;51;47;58;48;14;24;18;17;16;22;19;25
444.0;79;63;51;48;56;48;15;25;18;17;16;21;17;26
450.0;80;67;53;48;55;47;13;26;16;16;14;21;17;27
456.0;81;66;52;45;55;48;13;27;16;17;15;21;18;26
462.0;81;66;50;44;56;47;14;27;15;15;17;23;19;26
468.0;82;68;52;43;55;47;14;26;15;15;17;22;19;25
474.0;82;65;53;43;55;47;15;26;17;16;16;21;19;25
480.0;83;66;56;41;54;49;14;25;15;17;15;23;21;21
486.0;82;68;56;42;56;45;14;25;14;17;15;24;20;22
492.0;83;69;57;42;57;44;14;27;15;16;15;21;19;21
498.0;83;68;58;41;58;44;15;28;15;16;15;20;19;20
504.0;84;69;57;42;57;45;14;28;15;17;14;21;18;19
510.0;84;69;57;40;59;44;15;30;14;18;13;20;19;18
516.0;83;69;57;40;57;45;15;30;15;16;13;20;22;18
522.0;81;71;57;39;57;44;17;30;14;16;16;19;22;17
528.0;82;73;56;39;56;44;18;30;14;16;16;19;21;16
534.0;80;70;55;39;55;45;17;29;16;17;17;19;22;19
540.0;79;69;55;38;56;43;18;30;15;22;15;20;21;19
546.0;80;71;55;39;57;42;18;29;15;21;14;20;20;19
552.0;81;69;57;41;57;41;19;29;14;20;14;19;20;19
558.0;80;70;57;42;56;44;19;29;13;19;15;18;20;18
564.0;80;68;57;42;56;45;19;29;15;18;15;19;18;19
570.0;82;68;55;40;56;44;20;30;14;21;15;19;18;18
576.0;83;68;55;41;56;44;19;28;15;20;16;19;18;18
582.0;82;68;54;42;54;44;20;29;14;20;18;19;20;16
588.0;83;68;53;43;54;43;19;29;15;21;18;18;20;16
594.0;83;69;54;44;54;46;18;27;12;22;15;19;20;17
